,Interest Pages,Follower Counts,Follow Rate
13635,Raccoon Marketing Digital,"28,057",0.010791153846153846
13636,Geek Publicitário,"6,801",0.0026157692307692305
13637,NWB - Network Brasil,"10,754",0.004136153846153846
13638,Clube Atlético Mineiro,"8,500",0.003269230769230769
13639,Think Eva,"12,128",0.004664615384615385
13640,Glovo,"110,955",0.042675
13641,THE360,"3,983",0.0015319230769230768
13642,Club de Regatas Vasco da Gama,"5,868",0.002256923076923077
13643,ICC Brasil,"7,936",0.003052307692307693
13644,What's Rel?,"6,335",0.002436538461538461
13645,Think Olga,"8,178",0.0031453846153846154
13646,PARTYOU,678,0.0002607692307692308
13647,ACPE Consultoria,381,0.00014653846153846154
13648,Saga Investimentos,300,0.00011538461538461538
13649,Universidade Federal de Uberlândia - UFU,"54,127",0.02081807692307692
13650,Bowe,"2,485",0.0009557692307692306
13651,Ipê Digital,"1,198",0.00046076923076923085
13652,Logay,"1,547",0.0005949999999999999
13653,Start Química,"4,663",0.0017934615384615387
13654,ACNUR Agência da ONU para Refugiados,"21,170",0.008142307692307693
13655,CBDU,430,0.00016538461538461542
13656,4ComM Career Management,786,0.0003023076923076923
13657,América Futebol Clube,"5,578",0.002145384615384616
13658,Esporte Clube Bahia,"5,599",0.0021534615384615386
13659,CONMEBOL,"18,224",0.0070092307692307685
13660,MKT Esportivo,"1,941",0.0007465384615384616
13661,Associação Atlética Acadêmica Monetária,35,1.3461538461538465e-05
13662,Centro de Desenvolvimento de Esportes e Relações Internacionais - CEDERI,196,7.53846153846154e-05
13663,Canadian Blood Services,"21,557",0.008291153846153847
13664,Save-On-Foods,"19,542",0.007516153846153847
13665,American College of Sports Medicine,"97,810",0.037619230769230766
13666,The Calgary Stampede,"9,127",0.003510384615384616
13667,Bayshore HealthCare,"27,488",0.010572307692307692
13668,Norwegian School of Sport Sciences (NIH),"7,397",0.002845
13669,University of Calgary,"207,837",0.07993730769230767
13670,Alberta Health Services,"103,850",0.039942307692307694
13671,Canadian Physiotherapy Association,"18,649",0.007172692307692308
13672,Sunshine Village Ski & Snowboard Resort,"2,487",0.0009565384615384617
13673,Canadian Kinesiology Alliance - Alliance Canadienne de Kinésiologie,"2,316",0.0008907692307692307
13674,Alberta Cancer Foundation,"2,040",0.0007846153846153848
13675,Lifemark Health Group,"11,178",0.0042992307692307705
13676,Physiotherapy Association of British Columbia,"7,310",0.002811538461538461
13677,Kinatex Sports Physio,"2,028",0.00078
13678,CSEP SCPE,"2,766",0.0010638461538461537
13679,Momentum Health,344,0.00013230769230769229
13680,WinSport,"1,442",0.0005546153846153846
13681,Sport Chek,"10,092",0.003881538461538461
13682,Physiotherapy Alberta - College + Association,316,0.00012153846153846154
13683,motionball for Special Olympics,845,0.000325
13684,Bootcamps for Change (#SweatierForTheBetter),"1,885",0.000725
13685,Journal of Orthopaedic & Sports Physical Therapy,"23,383",0.008993461538461539
13686,Rumble Boxing,696,0.0002676923076923076
13687,YYC Cycle Spin Studio,129,4.961538461538462e-05
13688,Innovative Sport Medicine,46,1.7692307692307694e-05
13689,Kinesiology Students'​ Society UCalgary,37,1.4230769230769232e-05
13690,Vancity Health,9,3.461538461538462e-06
13691,Student Works West,223,8.576923076923076e-05
13692,Foundation Center,"16,251",0.006250384615384615
13693,Free Geek,"1,755",0.0006749999999999999
13694,Brandeis University,"56,183",0.02160884615384616
13695,Silicon Valley Education Foundation (SVEF),"2,038",0.0007838461538461537
13696,SMART Reading,756,0.0002907692307692308
13697,Page Ahead Children's Literacy Program,213,8.192307692307693e-05
13698,Oregon Tradeswomen,552,0.0002123076923076923
13699,First Tech Federal Credit Union,"8,036",0.0030907692307692307
13700,Raphael House of Portland,264,0.00010153846153846156
13701,Moxie HR Strategies,155,5.9615384615384616e-05
13702,Yale University,"282,134",0.10851307692307692
13703,Diversity Equity and Inclusion Community of Practice,"13,355",0.0051365384615384615
13704,Oregon Business Council (OBC),35,1.3461538461538465e-05
13705,Candid,"24,415",0.009390384615384616
13706,Cultivate,199,7.653846153846155e-05
13707,IT Mídia,"8,309",0.0031957692307692308
13708,Prophix Software,"15,705",0.006040384615384615
13709,University of Waterloo,"252,055",0.09694423076923077
13710,CPA.com,"14,931",0.005742692307692307
13711,Niagara Falls Tourism,"3,334",0.0012823076923076922
13712,Niagara Parks Commission,"4,415",0.001698076923076923
13713,Niagara College,"56,873",0.021874230769230767
13714,Ontario Soccer,"3,538",0.0013607692307692307
13715,Hamilton Tiger-Cats Football Club,"3,638",0.0013992307692307696
13716,Napier Outdoors,318,0.00012230769230769231
13717,Directly,"5,804",0.0022323076923076927
13718,Nike do Brasil Comércio e Participações Ltda.,"1,529",0.000588076923076923
13719,Prophix Brasil,430,0.00016538461538461542
13720,Sharebird,699,0.00026884615384615385
13721,Orange County Soccer Club,"1,299",0.0004996153846153847
13722,Canadian Premier League,"5,612",0.0021584615384615392
13723,Markip ®,116,4.461538461538462e-05
13724,KIRO,815,0.00031346153846153845
13725,FS Sports Agency,53,2.0384615384615383e-05
13726,2PRC,601,0.00023115384615384616
13727,Macaco Mídia,89,3.4230769230769234e-05
13728,The Janssen Pharmaceutical Companies of Johnson & Johnson,"639,734",0.2460515384615385
13729,KU Leuven,"236,073",0.09079730769230768
13730,Nippon Express,"24,954",0.009597692307692307
13731,Katoen Natie,"35,449",0.013634230769230768
13732,Agoria Solar Team,"2,947",0.0011334615384615385
13733,Ekonomika vzw,"2,644",0.001016923076923077
13734,KU Alumni Association,"5,025",0.0019326923076923078
13735,GIM - smart geo insights,"1,505",0.0005788461538461539
13736,Port of Rotterdam,"57,772",0.02222
13737,EFL,"13,345",0.005132692307692308
13738,CBL Logística,"6,622",0.002546923076923077
13739,Veto,667,0.0002565384615384616
13740,Ekonomika Alumni,"1,253",0.00048192307692307694
13741,BARRETT & YOUNG,"8,284",0.003186153846153846
13742,Trainee Program Katoen Natie,536,0.00020615384615384606
13743,Start People Logistics & Transport,296,0.00011384615384615383
13744,George Mason University,"197,522",0.07597000000000001
13745,James Madison University,"130,720",0.05027692307692308
13746,Beats Music,"18,151",0.006981153846153846
13747,Richard Childress Racing,"6,681",0.002569615384615385
13748,World Athletics,"6,726",0.002586923076923077
13749,Nice Kicks,"1,295",0.000498076923076923
13750,Oiselle,"3,039",0.0011688461538461538
13751,UO Black Alumni Network,183,7.03846153846154e-05
13752,RBC Capital Markets,"142,160",0.054676923076923074
13753,RBC Wealth Management,"68,146",0.02621
13754,World Vision,"484,691",0.1864196153846154
13755,First Republic Bank,"60,422",0.02323923076923077
13756,City National Bank,"30,883",0.011878076923076923
13757,Pepperdine University,"69,644",0.02678615384615385
13758,6twelvegroup Executive Recruiters,"10,600",0.004076923076923077
13759,Hispanas Organized for Political Equality (HOPE),"2,463",0.0009473076923076924
13760,ThinkNow,"1,263",0.00048576923076923075
13761,Hero Digital,"7,291",0.002804230769230769
13762,Adventist Health White Memorial Charitable Foundation,593,0.0002280769230769231
13763,Neil Weinberg,"143,689",0.055264999999999995
13764,Ally,"83,846",0.03224846153846154
13765,Protiviti,"205,121",0.0788926923076923
13766,Assurant,"60,147",0.02313346153846154
13767,Ocwen Financial Corporation - US,"24,127",0.009279615384615384
13768,University of Dubuque,"10,384",0.003993846153846154
13769,Barclay Simpson,"40,528",0.01558769230769231
13770,Mortgage Connect LP,"3,589",0.0013803846153846154
13771,Shared Assessments,"1,063",0.0004088461538461537
13772,Barstool Sports,"59,705",0.022963461538461537
13773,Be Inspired To Be®️,"72,778",0.027991538461538464
13774,NewRez LLC,"16,125",0.006201923076923077
13775,Ajilon,"414,001",0.15923115384615386
13776,Martin Williams Advertising,"8,054",0.0030976923076923074
13777,Periscope,"21,507",0.008271923076923078
13778,space150,"10,930",0.0042038461538461535
13779,MONO,"9,742",0.0037469230769230774
13780,Yamamoto,"4,070",0.0015653846153846154
13781,Archrival,"4,689",0.0018034615384615387
13782,Merit,"2,853",0.0010973076923076924
13783,Zeus Jones,"4,939",0.0018996153846153848
13784,Fast Horse,"4,229",0.0016265384615384616
13785,McCann Minneapolis - CompassPoint Media,"6,785",0.002609615384615385
13786,Carmichael Lynch,"18,488",0.0071107692307692295
13787,Movement Strategy,"17,586",0.006763846153846153
13788,broadhead.,"4,681",0.0018003846153846156
13789,McCann New York,"67,643",0.02601653846153846
13790,BBDO Minneapolis,"2,554",0.0009823076923076925
13791,Latitude,"5,716",0.0021984615384615385
13792,Alo Yoga,"36,966",0.01421769230769231
13793,Frances May,126,4.8461538461538455e-05
13794,ICF Olson,"6,859",0.002638076923076923
13795,The Mom Project,"67,743",0.026055
13796,ILIA Beauty,"10,367",0.003987307692307693
13797,Olson Engage,624,0.00024
13798,MIRROR,"15,493",0.005958846153846153
13799,Eleven Eleven Talent,"1,558",0.0005992307692307692
13800,Apollo Education Group,"40,580",0.015607692307692309
13801,Skadden Arps Slate Meagher & Flom LLP and Affiliates,"59,402",0.02284692307692308
13802,UC Santa Barbara,"211,222",0.08123923076923077
13803,Human Capital Management,"3,256",0.0012523076923076925
13804,BIC Graphic North America,"13,182",0.00507
13805,ODW Logistics,"11,646",0.004479230769230768
13806,Los Angeles Unified School District,"67,530",0.025973076923076918
13807,U-Haul International Inc,"20,778",0.007991538461538461
13808,Rusnak Auto Group,"3,213",0.0012357692307692304
13809,Career Group,"118,092",0.04542
13810,SeatGeek,"12,871",0.004950384615384615
13811,Retirement Housing Foundation,"1,152",0.00044307692307692326
13812,West Los Angeles College,"13,790",0.005303846153846154
13813,HR Solutions (Now Eastridge Workforce Solutions),"10,247",0.003941153846153846
13814,Rise Against Hunger,"6,904",0.0026553846153846154
13815,beeline Group (Fashion Accessories),"8,384",0.0032246153846153844
13816,Wish,"80,862",0.03110076923076923
13817,HR Metrics Service,"7,050",0.002711538461538461
13818,St. Joseph Center,"4,299",0.0016534615384615385
13819,QualSpec,"2,335",0.0008980769230769231
13820,Regent Properties,"3,411",0.0013119230769230768
13821,Keller Williams Pacific Estates,205,7.884615384615384e-05
13822,STAR of California,695,0.0002673076923076924
13823,Currency,"8,070",0.003103846153846154
13824,Koozie Group (previously BIC Graphic),"13,195",0.005075
13825,Brigham Young University,"274,209",0.105465
13826,Six Flags,"36,710",0.01411923076923077
13827,Kings Island,"2,832",0.0010892307692307694
13828,Brigham Young University - Idaho,"113,229",0.04354961538461539
13829,Herschend Family Entertainment,"8,083",0.003108846153846154
13830,Jones Soda Co.,"2,936",0.0011292307692307693
13831,Walt Disney Parks & Resorts,"2,632",0.0010123076923076923
13832,Universal Orlando Resort,"97,504",0.03750153846153846
13833,Merlin Entertainments,"78,133",0.03005115384615385
13834,Frontier Developments,"13,211",0.005081153846153846
13835,SeaWorld Parks & Entertainment,"28,241",0.010861923076923076
13836,Cedar Fair Entertainment Company,"19,867",0.007641153846153845
13837,Charming Charlie,"48,566",0.018679230769230767
13838,S&S Worldwide Inc.,"1,338",0.0005146153846153846
13839,Premier Rides,"4,115",0.0015826923076923075
13840,Theme Park Insider,"11,360",0.0043692307692307685
13841,台灣福興 - Taiwan Fu Hsing Industrial Co. Ltd.,180,6.923076923076924e-05
13842,Six Flags Over Texas,445,0.00017115384615384616
13843,Cedar Point Amusement Park,"4,528",0.0017415384615384615
13844,Bestige Holdings LLC,752,0.00028923076923076916
13845,Brigham Young University Marriott School of Business,"17,936",0.006898461538461538
13846,Ilya Pozin,"854,135",0.3285134615384616
13847,Ignited,"8,432",0.003243076923076923
13848,Participant,"32,270",0.012411538461538463
13849,Belkin International,"49,248",0.01894153846153846
13850,Nixon Peabody LLP,"9,151",0.0035196153846153854
13851,Eventbrite,"116,794",0.04492076923076923
13852,Foursquare,"39,144",0.015055384615384616
13853,Silk Software Corp.,414,0.00015923076923076923
13854,Orange Collar Media,244,9.384615384615384e-05
13855,Legs Media,"1,397",0.0005373076923076923
13856,Skillshare,"21,924",0.008432307692307694
13857,AngelList,"53,154",0.02044384615384616
13858,Maker Studios Inc,"16,000",0.006153846153846154
13859,Defy Ventures,"7,057",0.0027142307692307696
13860,Unified,"5,323",0.002047307692307692
13861,Jiff Inc.,"2,744",0.0010553846153846154
13862,DogVacay (Acquired by Rover March 2017),"5,443",0.0020934615384615393
13863,BloomNation,"2,085",0.0008019230769230768
13864,BloomThat (Acquired by FTD Companies),"1,344",0.0005169230769230768
13865,Shyp,"5,428",0.0020876923076923078
13866,Career Contessa,"11,016",0.004236923076923077
13867,Summit Powder Mountain,906,0.0003484615384615385
13868,Obvious Ventures,"5,891",0.002265769230769231
13869,Grid110,785,0.00030192307692307696
13870,SPARE.,284,0.00010923076923076923
13871,Republic,"6,808",0.002618461538461539
13872,ROOM,"9,613",0.003697307692307693
13873,Spark xyz,"1,571",0.0006042307692307692
13874,LA2050,184,7.076923076923078e-05
13875,Toolbox LA,261,0.00010038461538461538
13876,Secret Sauce,100,3.846153846153845e-05
13877,Wire,365,0.00014038461538461538
13878,Kiira Health,"1,456",0.00056
13879,The BEE FREE Woman,70,2.692307692307693e-05
13880,Finli,237,9.115384615384615e-05
13881,Slauson & Co.,464,0.00017846153846153847
13882,Femtech Insider,"1,996",0.0007676923076923077
13883,PledgeLA,"1,294",0.0004976923076923077
13884,Indie.vc,337,0.00012961538461538462
13885,Promenade Group Inc.,"2,086",0.0008023076923076923
13886,Banfield Pet Hospital,"50,045",0.019248076923076923
13887,Hamilton College,"24,969",0.009603461538461538
13888,Pivotal Resources,338,0.00013000000000000002
13889,Prosci,"37,708",0.014503076923076926
13890,AgileSparks,"4,044",0.0015553846153846154
13891,Coraggio Group,"2,257",0.0008680769230769231
13892,The Gunter Group,"1,415",0.0005442307692307692
13893,Consulting Magazine,"5,416",0.002083076923076923
13894,Aria Consulting LLC - Aria HR,"4,273",0.0016434615384615385
13895,Pop & Paint LLC,28,1.076923076923077e-05
13896,People and Culture University,162,6.230769230769229e-05
13897,Stellenbosch University,"158,717",0.061045
13898,Zwitserleven,"4,798",0.001845384615384616
13899,Blue Sky Group,"2,356",0.0009061538461538461
13900,SPF Beheer,"2,042",0.0007853846153846152
13901,Verbond van Verzekeraars,"15,841",0.006092692307692308
13902,ASN Bank,"10,529",0.004049615384615385
13903,SuperSport,"9,263",0.003562692307692308
13904,Desmond Tutu Peace Foundation,352,0.0001353846153846154
13905,South African Rugby Union (SA Rugby),"8,482",0.003262307692307693
13906,Utrecht University,"238,232",0.09162769230769233
13907,Innocence Project,"23,220",0.008930769230769232
13908,Born Free Foundation,"5,686",0.0021869230769230768
13909,Partij voor de Dieren,"3,704",0.0014246153846153846
13910,IFALPA,"3,925",0.0015096153846153846
13911,Netspar,"1,040",0.0004
13912,Tjommie,138,5.3076923076923076e-05
13913,SkyNRG,"3,584",0.0013784615384615385
13914,M&C Saatchi Abel,"9,319",0.0035842307692307697
13915,BeFrank,"2,429",0.0009342307692307693
13916,Ajax Cape Town,"2,254",0.0008669230769230769
13917,Pensioenfederatie (Federation of the Dutch Pension Funds),"2,910",0.0011192307692307693
13918,SNS REAAL,"5,960",0.0022923076923076924
13919,Brand South Africa,"30,509",0.011734230769230771
13920,93 cents for Flight 93,18,6.9230769230769225e-06
13921,Adopt-a-School Foundation,392,0.00015076923076923077
13922,Life Impact Company,149,5.730769230769231e-05
13923,Vereniging Nederlandse Verkeersvliegers - Dutch ALPA,305,0.00011730769230769231
13924,VIVAT,"8,265",0.0031788461538461536
13925,BrightVibes,"6,706",0.002579230769230769
13926,Tony's Chocolonely,"67,193",0.025843461538461537
13927,Desmond Tutu HIV Foundation,831,0.0003196153846153846
13928,de Volksbank,"16,026",0.006163846153846153
13929,OneWorld,"9,428",0.003626153846153847
13930,Kofi Annan Foundation,"22,520",0.00866153846153846
13931,Follow the Money,"48,733",0.018743461538461542
13932,Charlize Theron Africa Outreach Project,676,0.00026000000000000003
13933,PensioenLab,415,0.00015961538461538462
13934,Athora,"5,564",0.00214
13935,WAKU WAKU,94,3.6153846153846145e-05
13936,Trevor Noah Foundation,"4,855",0.0018673076923076922
13937,Mr. & Mrs. Watson,50,1.9230769230769225e-05
13938,Buurtzorg Nederland,"1,601",0.0006157692307692307
13939,Shosholoza Foundation,13,5e-06
13940,Utrecht International Comedy Festival,17,6.5384615384615374e-06
13941,Comedyhuis,19,7.307692307692308e-06
13942,Vegan Business News,"14,578",0.005606923076923076
13943,NRC,"13,457",0.005175769230769229
13944,Nelson Mandela Foundation,"1,534",0.00059
13945,Sir Bobby Robson Foundation,20,7.692307692307692e-06
13946,Zip Zap South Africa,111,4.269230769230769e-05
13947,Cyril Ramaphosa Foundation,"3,808",0.0014646153846153845
13948,Alexandria Ocasio-Cortez for Congress,"12,838",0.004937692307692308
13949,Getty Images,"157,298",0.060499230769230763
13950,Entercom,"39,520",0.015200000000000003
13951,Chicago Public Media,"6,671",0.002565769230769231
13952,Jellyvision,"15,016",0.0057753846153846145
13953,LaSalle Network,"59,632",0.02293538461538461
13954,North Bridge Staffing Group,"24,885",0.009571153846153849
13955,FTD,"15,352",0.005904615384615384
13956,Synectics Inc.,"61,762",0.023754615384615384
13957,Stockton Kings,732,0.0002815384615384616
13958,Great HealthWorks,"4,819",0.0018534615384615386
13959,Credico,"10,037",0.003860384615384615
13960,Orangetheory Fitness,"61,991",0.023842692307692308
13961,Xtreme Xperience,"1,145",0.0004403846153846153
13962,Quincy Media,861,0.00033115384615384615
13963,Carvana,"37,033",0.014243461538461538
13964,Kolcraft Enterprises Inc.,"2,316",0.0008907692307692307
13965,Gotham Greens,"21,227",0.008164230769230769
13966,Coast Incorporated,"4,222",0.0016238461538461539
13967,Studio K Creative,"1,787",0.0006873076923076923
13968,Prodigious Worldwide,"13,937",0.005360384615384616
13969,Stadium Goods,"12,419",0.0047765384615384605
13970,Workforce Athletics,671,0.0002580769230769231
13971,L3 Hospitality Group,568,0.00021846153846153847
13972,Acura of Libertyville,72,2.769230769230769e-05
13973,Orange Theory Fitness Brampton,"1,451",0.0005580769230769232
13974,Illinois Center for Broadcasting-Chicago Campus,751,0.00028884615384615385
13975,Obama Foundation,"84,354",0.03244384615384616
13976,Second City Prints,550,0.00021153846153846155
13977,Hunter,"18,763",0.007216538461538461
13978,Human Resources Management Association (HRMA),"83,662",0.03217769230769231
13979,Loyola Marymount University College of Business Administration,"12,847",0.004941153846153847
13980,Resilia,"3,762",0.001446923076923077
13981,Brex,"47,121",0.01812346153846154
13982,Downtown Music Holdings,"6,129",0.0023573076923076924
13983,Nicolò Santin,"19,181",0.007377307692307693
13984,RCS MediaGroup,"51,358",0.019753076923076925
13985,Infront Sports & Media AG,"37,253",0.014328076923076924
13986,AC Milan,"56,894",0.02188230769230769
13987,Generali,"330,486",0.12711
13988,Università Ca'​ Foscari Venezia,"86,260",0.03317692307692308
13989,Master SBS,"1,360",0.0005230769230769232
13990,Fondazione La Biennale di Venezia,"22,741",0.008746538461538462
13991,FC Internazionale Milano,"65,863",0.02533192307692308
13992,Istituto per il Credito Sportivo,"1,965",0.0007557692307692308
13993,LGS SportLab | Marketing e Comunicazione sportiva,"2,121",0.0008157692307692308
13994,Ideeuropee,823,0.0003165384615384615
13995,Master Group Sport,"3,723",0.001431923076923077
13996,ASOIF,860,0.00033076923076923084
13997,Consorzio UniVerso Treviso,353,0.00013576923076923076
13998,Consorziati | UniVerso Treviso,40,1.5384615384615384e-05
13999,MI GAMES,299,0.00011499999999999999
14000,Pick-Roll,362,0.00013923076923076923
14001,Lega Serie A,"8,006",0.003079230769230769
14002,Mughoot,744,0.00028615384615384614
14003,Sergio Zanatta La Casa del Materasso,23,8.846153846153847e-06
14004,FISI - Federazione Italiana Sport Invernali,"3,099",0.0011919230769230767
14005,Venezia FC,"3,360",0.0012923076923076926
14006,AD4,81,3.1153846153846146e-05
14007,24Finanza,"108,287",0.04164884615384616
14008,FIS Alpine World Ski Championships Cortina 2021,"1,937",0.000745
14009,ASSI Manager Official,"1,571",0.0006042307692307692
14010,SPORTS JOBS,"11,760",0.004523076923076923
14011,Edilizia e Territorio Il Sole 24 Ore,"32,611",0.012542692307692309
14012,NBAPassion.com,"1,056",0.0004061538461538462
14013,ONElabMilano,346,0.0001330769230769231
14014,Factor 23,114,4.3846153846153854e-05
14015,VitaeDna,124,4.769230769230769e-05
14016,Innovation 4 Value,"2,004",0.0007707692307692308
14017,LyondellBasell,"129,673",0.04987423076923077
14018,Valero Energy Corporation,"183,919",0.07073807692307693
14019,Smoothie King (SKFI),"16,733",0.006435769230769229
14020,Verisk,"115,132",0.04428153846153846
14021,Maintenance Supply Headquarters,"3,835",0.001475
14022,US Med-Equip Inc.,"8,291",0.003188846153846154
14023,National Diversity Council,"24,696",0.00949846153846154
14024,(ISSA) International Sports Sciences Association,"25,861",0.009946538461538463
14025,Athletic Greens,"6,469",0.002488076923076923
14026,University of Houston - Downtown Employment Services and Operations,685,0.0002634615384615385
14027,Corporate Finance Institute® for Business,"18,607",0.007156538461538461
14028,GSD PPE,46,1.7692307692307694e-05
14029,Indian Hills Community College,"9,866",0.003794615384615385
14030,Marie Claire,"51,095",0.01965192307692308
14031,School of Visual Arts,"93,140",0.035823076923076916
14032,Club Monaco,"43,837",0.016860384615384614
14033,ABC Carpet & Home,"16,742",0.00643923076923077
14034,NYLON,"34,484",0.013263076923076924
14035,Chandelier Creative,"5,632",0.0021661538461538463
14036,Graphis Inc.,"3,188",0.0012261538461538462
14037,OTTO Brand Lab,163,6.26923076923077e-05
14038,The-Artery,"1,910",0.0007346153846153848
14039,Wonderlust,789,0.0003034615384615385
14040,Teen Vogue,"15,768",0.006064615384615385
14041,ban.do,"5,462",0.0021007692307692307
14042,Sagmeister & Walsh,"14,115",0.005428846153846154
14043,Vanity Fair,"21,902",0.008423846153846155
14044,Milk Bar,"9,112",0.003504615384615384
14045,GD USA Magazine,157,6.038461538461538e-05
14046,The Wing,"28,214",0.01085153846153846
14047,Fontfabric Type Foundry,"1,052",0.0004046153846153847
14048,Brown-Forman,"175,611",0.0675426923076923
14049,FILA,"35,172",0.013527692307692308
14050,Big 5 Sporting Goods,"10,201",0.003923461538461539
14051,Hibbett Sports,"14,203",0.005462692307692308
14052,And 1 Live,80,3.076923076923077e-05
14053,Louisville Bats Baseball Club,"1,493",0.0005742307692307693
14054,AliveShoes,"1,099",0.0004226923076923077
14055,The Shoe Surgeon,341,0.00013115384615384616
14056,Jefferson Community College Kentucky,"12,871",0.004950384615384615
14057,FILA North America,943,0.0003626923076923077
14058,Jacques Attali,"1,633,488",0.6282646153846154
14059,Steve Blank,"651,325",0.25050961538461536
14060,Geoffrey Moore,"661,347",0.2543642307692308
14061,Don Peppers,"328,358",0.12629153846153846
14062,Peter H. Diamandis,"202,697",0.07796038461538461
14063,Yoshito Hori,"88,213",0.03392807692307692
14064,ACLU,"73,860",0.028407692307692307
14065,Mercy Ships,"27,698",0.010653076923076923
14066,Rocky Mountain Institute,"28,470",0.01095
14067,Goodman Masson,"116,168",0.04468
14068,Co-Active Training Institute,"30,659",0.011791923076923077
14069,Granicus,"9,184",0.0035323076923076922
14070,Schell Games,"6,138",0.0023607692307692305
14071,Dakota Software,"1,638",0.00063
14072,Red Giant,"2,856",0.0010984615384615386
14073,Gaggle,"3,893",0.0014973076923076925
14074,AARP,"72,513",0.027889615384615384
14075,Tasktop,"3,825",0.0014711538461538462
14076,Laughing Squid,"18,680",0.007184615384615385
14077,The Good,940,0.00036153846153846164
14078,LeanDog,"2,376",0.0009138461538461539
14079,www.well.org,237,9.115384615384615e-05
14080,Oregon Humane Society,"2,246",0.0008638461538461537
14081,Odd-e Japan,46,1.7692307692307694e-05
14082,agile42,"12,329",0.004741923076923079
14083,Singularity University,"118,292",0.045496923076923074
14084,AmTrust Financial Services Inc.,"38,512",0.014812307692307694
14085,Federal Reserve Bank of Cleveland,"10,940",0.004207692307692308
14086,Tumbleweed Tiny House Company,"2,251",0.0008657692307692307
14087,Earthship Biotecture,"2,595",0.0009980769230769231
14088,Scrum Alliance,"169,221",0.065085
14089,Sila Solutions Group,"5,107",0.0019642307692307693
14090,The Garrison Institute,"1,224",0.00047076923076923077
14091,Scrum.org,"172,772",0.06645076923076923
14092,Greenleaf Center for Servant Leadership,"4,365",0.0016788461538461538
14093,Idealist Consulting,"1,493",0.0005742307692307693
14094,Forest Park Conservancy,375,0.00014423076923076922
14095,Seed Savers Exchange,"1,834",0.0007053846153846152
14096,LRSolutions LLC,"4,758",0.00183
14097,SENS Research Foundation,"2,884",0.0011092307692307693
14098,Agile Coaching Institute,"3,140",0.0012076923076923078
14099,ICAgile,"21,383",0.00822423076923077
14100,Rainforest Trust,"7,018",0.0026992307692307693
14101,The Greater Good Science Center,"6,340",0.002438461538461539
14102,Servant Leadership Institute,"3,387",0.0013026923076923074
14103,The Coaching Fellowship,"2,177",0.0008373076923076923
14104,Float On,165,6.346153846153847e-05
14105,Flow Genome Project,"1,637",0.0006296153846153847
14106,AudioEye Inc.,"2,120",0.0008153846153846153
14107,We Can Code IT,"1,686",0.0006484615384615384
14108,ORGANIC agility®,475,0.0001826923076923077
14109,Redmind Technology,587,0.0002257692307692308
14110,Generation,"16,536",0.00636
14111,DevOps Institute,"41,638",0.016014615384615384
14112,Global Enterprise Tech Resources Inc,677,0.00026038461538461545
14113,LeadStack Inc.,"16,521",0.006354230769230769
14114,Corporate Rebels,"24,016",0.009236923076923077
14115,AgileLAB.org,437,0.00016807692307692308
14116,Adventures with Agile,"5,263",0.002024230769230769
14117,B3i,"4,061",0.0015619230769230768
14118,Kloud9,"1,873",0.0007203846153846156
14119,HireHerLLC,92,3.538461538461539e-05
14120,Modern Agile Systems Consultants,24,9.23076923076923e-06
14121,ALEPH -Global Scrum Team ™,"1,308",0.0005030769230769231
14122,Pretty Agile,846,0.0003253846153846154
14123,Agile Fluency Project,"1,056",0.0004061538461538462
14124,employHER,"2,116",0.0008138461538461537
14125,AgilityToday,"3,957",0.001521923076923077
14126,Women in Agile,"3,423",0.0013165384615384614
14127,The Doe,"1,010",0.0003884615384615385
14128,My Core Insights,3,1.1538461538461538e-06
14129,Corporate Fitness Works,"16,315",0.006274999999999999
14130,Snap Fitness 24/7,"18,848",0.007249230769230769
14131,Morgan International,"14,998",0.005768461538461538
14132,MAN Enterprise,"24,167",0.009295
14133,Fitness First Middle East,"22,713",0.008735769230769231
14134,The Gym Group,"24,491",0.009419615384615386
14135,Alsayegh,"55,328",0.02128
14136,QPR FC,"9,032",0.0034738461538461533
14137,BAAL Artisans,366,0.00014076923076923077
14138,Sport and Recreation Alliance,"9,087",0.0034950000000000003
14139,BASESUK,"6,695",0.002575
14140,Anytime Fitness UK,"8,266",0.0031792307692307693
14141,PureGym,"24,323",0.009355
14142,Commonwealth Games England,"4,924",0.001893846153846154
14143,ASTUDIO,"22,388",0.008610769230769231
14144,Loolia,"1,481",0.0005696153846153848
14145,Chanel Life,65,2.5e-05
14146,uae recruitment,"66,982",0.02576230769230769
14147,GymNation,"6,697",0.002575769230769231
14148,MEFITPRO,964,0.00037076923076923083
14149,وظائف السعودية ksa jobs,"209,785",0.08068653846153846
14150,DIADONNA,"2,121",0.0008157692307692308
14151,Fidelity Fitness Club,"1,470",0.0005653846153846154
14152,Webedia Arabia,"2,160",0.0008307692307692307
14153,Smartest Media,653,0.00025115384615384615
14154,LinkedIn News India,"1,981,479",0.7621073076923077
14155,John Amaechi OBE,"24,136",0.009283076923076923
14156,London South Bank University,"95,838",0.03686076923076923
14157,Liverpool John Moores University,"115,283",0.04433961538461539
14158,Westminster City Council,"13,784",0.005301538461538462
14159,Ofsted,"114,688",0.04411076923076923
14160,AQA,"22,789",0.008765
14161,Youth Justice Board for England and Wales (YJB),"5,772",0.0022199999999999998
14162,Youth Sport Trust,"22,859",0.008791923076923077
14163,Redthread,946,0.0003638461538461538
14164,The Prince's Trust,"65,758",0.025291538461538463
